Place Key,City,State/Region,Country,Timezone,Geoname ID,Ekadashi Name,Ekadashi Type,Condition Code,Upavaasa Date 1,Upavaasa Date 2,Parana Date,Parana Start,Parana End,Parana Branch,Parana Tithi Rule,Hari Vasara End,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message
geoname:5110629,Buffalo,New York,United States,America/New_York,5110629,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:20 AM,09:37 AM,PRATAH,DWADASHI,08:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:20 AM to 09:37 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:20 AM to 09:37 AM"
geoname:4460243,Charlotte,North Carolina,United States,America/New_York,4460243,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:23 AM,09:42 AM,PRATAH,DWADASHI,08:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:23 AM to 09:42 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:23 AM to 09:42 AM"
geoname:1264527,Chennai,Tamil Nadu,India,Asia/Kolkata,1264527,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,08:21 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:21 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:21 AM"
geoname:4887398,Chicago,Illinois,United States,America/Chicago,4887398,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:54 AM,09:12 AM,PRATAH,DWADASHI,07:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:54 AM to 09:12 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:54 AM to 09:12 AM"
geoname:1274256,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,08:24 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:24 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:24 AM"
geoname:4508722,Cincinnati,Ohio,United States,America/New_York,4508722,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:40 AM,09:58 AM,PRATAH,DWADASHI,08:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:40 AM to 09:58 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:40 AM to 09:58 AM"
geoname:5150529,Cleveland,Ohio,United States,America/New_York,5150529,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:30 AM,09:48 AM,PRATAH,DWADASHI,08:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:30 AM to 09:48 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:30 AM to 09:48 AM"
geoname:1273865,Coimbatore,Tamil Nadu,India,Asia/Kolkata,1273865,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,08:35 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:35 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:35 AM"
geoname:4256038,Columbus,Indiana,United States,America/Indiana/Indianapolis,4256038,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:46 AM,10:04 AM,PRATAH,DWADASHI,08:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:46 AM to 10:04 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:46 AM to 10:04 AM"
geoname:4509177,Columbus,Ohio,United States,America/New_York,4509177,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:34 AM,09:52 AM,PRATAH,DWADASHI,08:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:34 AM to 09:52 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:34 AM to 09:52 AM"
geoname:4684888,Dallas,Texas,United States,America/Chicago,4684888,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:26 AM,09:46 AM,PRATAH,DWADASHI,07:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:26 AM to 09:46 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:26 AM to 09:46 AM"
geoname:2938913,Darmstadt,Hesse,Germany,Europe/Berlin,2938913,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:34 AM,09:49 AM,PRATAH,DWADASHI,02:45 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:34 AM to 09:49 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:34 AM to 09:49 AM"
geoname:1272648,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,07:27 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:27 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:27 AM"
geoname:1272552,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,07:31 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:31 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:31 AM"
geoname:290030,Doha,Baladīyat ad Dawḩah,Qatar,Asia/Qatar,290030,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,05:28 AM,07:49 AM,PRATAH,DWADASHI,03:45 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 05:28 AM to 07:49 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 05:28 AM to 07:49 AM"
geoname:292223,Dubai,Dubai,United Arab Emirates,Asia/Dubai,292223,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:14 AM,08:35 AM,PRATAH,DWADASHI,04:45 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:14 AM to 08:35 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:14 AM to 08:35 AM"
geoname:2928751,Esslingen,Esslingen,Germany,Europe/Berlin,2928751,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:31 AM,09:47 AM,PRATAH,DWADASHI,02:45 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:31 AM to 09:47 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:31 AM to 09:47 AM"
geoname:1271631,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,07:52 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:52 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:52 AM"
geoname:5119251,Greece,New York,United States,America/New_York,5119251,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:15 AM,09:32 AM,PRATAH,DWADASHI,08:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:15 AM to 09:32 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:15 AM to 09:32 AM"
geoname:1270603,Guruvayur,Kerala,India,Asia/Kolkata,1270603,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,08:38 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:38 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:38 AM"
geoname:1271476,Guwahati,Assam,India,Asia/Kolkata,1271476,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,07:39 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:39 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:39 AM"
geoname:4699066,Houston,Texas,United States,America/Chicago,4699066,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:18 AM,09:38 AM,PRATAH,DWADASHI,07:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:18 AM to 09:38 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:18 AM to 09:38 AM"
geoname:1269920,Hubli,Karnataka,India,Asia/Kolkata,1269920,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:20 AM,08:43 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:20 AM to 08:43 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:20 AM to 08:43 AM"
geoname:1269843,Hyderabad,Telangana,India,Asia/Kolkata,1269843,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,08:30 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:30 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:30 AM"
geoname:1269771,Imphal,Manipur,India,Asia/Kolkata,1269771,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,07:29 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:29 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:29 AM"
geoname:1269655,Itanagar,Arunachal Pradesh,India,Asia/Kolkata,1269655,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,07:32 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:32 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 07:32 AM"
geoname:1268159,Kanchipuram,Tamil Nadu,India,Asia/Kolkata,1268159,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,06:15 AM,08:24 AM,PRATAH,DWADASHI,06:15 AM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:24 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 06:15 AM to 08:24 AM"
geoname:4634946,Knoxville,Tennessee,United States,America/New_York,4634946,Indira Ekadashi,Normal Ekadashi,NORMAL,2026-10-06,,2026-10-07,07:36 AM,09:55 AM,PRATAH,DWADASHI,08:45 PM,2026-10-06,COMPLETE,2026-10-06,UPAVASA_DAY_1,Indira Ekadashi,"Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:36 AM to 09:55 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya and no two-day exception applies.,"Indira Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya and no two-day exception applies. Upavaasa: 06-Oct-26 | Parana: 07-Oct-26, 07:36 AM to 09:55 AM"
