Place Key,City,State/Region,Country,Timezone,Geoname ID,Ekadashi Name,Ekadashi Type,Condition Code,Upavaasa Date 1,Upavaasa Date 2,Parana Date,Parana Start,Parana End,Parana Branch,Parana Tithi Rule,Hari Vasara End,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message
geoname:1275817,Bhubaneswar,Odisha,India,Asia/Kolkata,1275817,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,05:36 AM,08:01 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,04:00 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:36 AM to 08:01 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:36 AM to 08:01 AM"
geoname:2174003,Brisbane,Queensland,Australia,Australia/Brisbane,2174003,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,05:36 AM,08:02 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,08:30 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:36 AM to 08:02 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:36 AM to 08:02 AM"
geoname:5110629,Buffalo,New York,United States,America/New_York,5110629,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:04 AM,09:29 AM,PRATAH,DWADASHI,06:30 PM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:04 AM to 09:29 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:04 AM to 09:29 AM"
geoname:2172517,Canberra,Australian Capital Territory,Australia,Australia/Sydney,2172517,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,05:51 AM,08:17 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,08:30 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:51 AM to 08:17 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:51 AM to 08:17 AM"
geoname:4460243,Charlotte,North Carolina,United States,America/New_York,4460243,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:12 AM,09:37 AM,PRATAH,DWADASHI,06:30 PM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:12 AM to 09:37 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:12 AM to 09:37 AM"
geoname:1264527,Chennai,Tamil Nadu,India,Asia/Kolkata,1264527,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,05:58 AM,08:23 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,04:00 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:58 AM to 08:23 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:58 AM to 08:23 AM"
geoname:4887398,Chicago,Illinois,United States,America/Chicago,4887398,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,06:39 AM,09:04 AM,PRATAH,DWADASHI,05:30 PM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 06:39 AM to 09:04 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 06:39 AM to 09:04 AM"
geoname:1274256,Chidambaram,Tamil Nadu,India,Asia/Kolkata,1274256,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,06:00 AM,08:25 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,04:00 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 06:00 AM to 08:25 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 06:00 AM to 08:25 AM"
geoname:2192362,Christchurch,Canterbury,New Zealand,Pacific/Auckland,2192362,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,06:16 AM,08:42 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,10:30 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 06:16 AM to 08:42 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 06:16 AM to 08:42 AM"
geoname:4508722,Cincinnati,Ohio,United States,America/New_York,4508722,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:27 AM,09:52 AM,PRATAH,DWADASHI,06:30 PM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:27 AM to 09:52 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:27 AM to 09:52 AM"
geoname:5150529,Cleveland,Ohio,United States,America/New_York,5150529,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:15 AM,09:40 AM,PRATAH,DWADASHI,06:30 PM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:15 AM to 09:40 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:15 AM to 09:40 AM"
geoname:1273865,Coimbatore,Tamil Nadu,India,Asia/Kolkata,1273865,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,06:11 AM,08:36 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,04:00 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 06:11 AM to 08:36 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 06:11 AM to 08:36 AM"
geoname:4256038,Columbus,Indiana,United States,America/Indiana/Indianapolis,4256038,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:32 AM,09:57 AM,PRATAH,DWADASHI,06:30 PM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:32 AM to 09:57 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:32 AM to 09:57 AM"
geoname:4509177,Columbus,Ohio,United States,America/New_York,4509177,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:21 AM,09:46 AM,PRATAH,DWADASHI,06:30 PM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:21 AM to 09:46 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:21 AM to 09:46 AM"
geoname:4684888,Dallas,Texas,United States,America/Chicago,4684888,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:16 AM,09:41 AM,PRATAH,DWADASHI,05:30 PM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:16 AM to 09:41 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:16 AM to 09:41 AM"
geoname:2938913,Darmstadt,Hesse,Germany,Europe/Berlin,2938913,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:13 AM,09:39 AM,PRATAH,DWADASHI,12:30 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:13 AM to 09:39 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:13 AM to 09:39 AM"
geoname:1272648,Dibrugarh,Assam,India,Asia/Kolkata,1272648,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,05:00 AM,07:25 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,04:00 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:00 AM to 07:25 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:00 AM to 07:25 AM"
geoname:1272552,Dimapur,Nagaland,India,Asia/Kolkata,1272552,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,05:04 AM,07:29 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,04:00 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:04 AM to 07:29 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:04 AM to 07:29 AM"
geoname:290030,Doha,Baladīyat ad Dawḩah,Qatar,Asia/Qatar,290030,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,05:23 AM,07:48 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,01:30 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:23 AM to 07:48 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:23 AM to 07:48 AM"
geoname:292223,Dubai,Dubai,United Arab Emirates,Asia/Dubai,292223,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,06:09 AM,08:34 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,02:30 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 06:09 AM to 08:34 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 06:09 AM to 08:34 AM"
geoname:2928751,Esslingen,Esslingen,Germany,Europe/Berlin,2928751,Parsva Ekadashi,Normal Ekadashi,NORMAL,2026-09-22,,2026-09-23,07:11 AM,09:37 AM,PRATAH,DWADASHI,12:30 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:11 AM to 09:37 AM",Normal Ekadashi. **Observe Upavaasa today.** Ekadashi began before Arunodaya.,"Parsva Ekadashi. Normal Ekadashi. Observe Upavaasa today. Ekadashi began before Arunodaya. Upavaasa: 22-Sep-26 | Parana: 23-Sep-26, 07:11 AM to 09:37 AM"
geoname:1271631,Gangtok,Sikkim,India,Asia/Kolkata,1271631,Parsva Ekadashi,Shravanopavasa,SHRAVANOPAVASA,2026-09-22,2026-09-23,2026-09-24,05:25 AM,07:50 AM,POST_DWADASHI_FAST_DWADASHI_OVER_BEFORE_SUNRISE,POST_DWADASHI_UPAVASA,04:00 AM,2026-09-22,COMPLETE,2026-09-22,UPAVASA_DAY_1,Parsva Ekadashi,"Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:25 AM to 07:50 AM",A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. **Observe Upavaasa today and continue tomorrow.**,"Parsva Ekadashi. A valid Ekadashi sunrise is followed by Dwadashi with Shravana Nakshatra at sunrise. Observe Upavaasa today and continue tomorrow. Upavaasa: 22-Sep-26 and 23-Sep-26 | Parana: 24-Sep-26, 05:25 AM to 07:50 AM"
